OBJECTID,Property_Name,Address_1,City,Postal_Code,Property_GFA_M_Sq,Primary_Property_Type,Electricity_Use_Grid_Purchase_k,Natural_Gas_Use_GJ,Propane_Use_GJ,District_Hot_Water_Use_GJ,District_Chilled_Water_Use_GJ,Total_GHG_Emissions_Metric_Tons,Total_GHG_Emissions_Intensity_k,Direct_GHG_Emissions_Metric_Ton,Direct_GHG_Emissions_Intensity_,Indirect_GHG_Emissions_Metric_T,Indirect_GHG_Emissions_Intensit,Site_EUI_GJ_m_,Year_Ending
1758,Hamilton Convention Centre,1 SUMMERS LANE,Hamilton,L8P 4Y2,11622.2,Convention Center,1433192.9,Not Available,Not Available,7018,628,639.3,55,0,0,639.3,55,1.1,2021/12/31 00:00:00+00
1759,Hamilton Convention Centre,1 SUMMERS LANE,Hamilton,L8P 4Y2,11622.2,Convention Center,2098977.6,Not Available,Not Available,7730,5125,791,68.1,0,0,791,68.1,1.76,2022/12/31 00:00:00+00
1760,Hamilton Convention Centre,1 SUMMERS LANE,Hamilton,L8P 4Y2,11622.2,Convention Center,2160859.6,Not Available,Not Available,6777,5265,715,61.5,0,0,715,61.5,1.71,2023/12/31 00:00:00+00
1761,Hammill House,314 Wilson St E,Hamilton,L9G 2B9,238.4,Other - Entertainment/Public Assembly,22173.9,209.7,Not Available,Not Available,Not Available,11.2,46.9,10.5,44.2,0.6,2.7,1.21,2019/12/31 00:00:00+00
1762,Hammill House,314 Wilson St E,Hamilton,L9G 2B9,238.4,Other - Entertainment/Public Assembly,19090,170.6,Not Available,Not Available,Not Available,9.1,38.2,8.6,36,0.5,2.2,1,2020/12/31 00:00:00+00
1763,Hammill House,314 Wilson St E,Hamilton,L9G 2B9,238.4,Other - Entertainment/Public Assembly,14086,152.6,Not Available,Not Available,Not Available,8.1,33.8,7.7,32.2,0.4,1.7,0.85,2021/12/31 00:00:00+00
1764,Hammill House,314 Wilson St E,Hamilton,L9G 2B9,238.4,Other - Entertainment/Public Assembly,14572.1,197.2,Not Available,Not Available,Not Available,10.3,43.3,9.9,41.6,0.4,1.7,1.05,2022/12/31 00:00:00+00
1765,Hammill House,314 Wilson St E,Hamilton,L9G 2B9,238.4,Other - Entertainment/Public Assembly,10776,166.8,Not Available,Not Available,Not Available,8.7,36.4,8.4,35.2,0.3,1.3,0.86,2023/12/31 00:00:00+00
1766,Harry Howell Arena,27 HWY #5 WEST,Waterdown,L9H 7L5,8606.6,Ice/Curling Rink,1879585,5529.1,Not Available,Not Available,Not Available,332.5,38.6,278,32.3,54.5,6.3,1.43,2019/12/31 00:00:00+00
1767,Harry Howell Arena,27 HWY #5 WEST,Waterdown,L9H 7L5,8606.6,Ice/Curling Rink,1379315.7,4671.2,Not Available,Not Available,Not Available,273.5,31.8,234.9,27.3,38.6,4.5,1.12,2020/12/31 00:00:00+00
1768,Harry Howell Arena,27 HWY #5 WEST,Waterdown,L9H 7L5,8606.6,Ice/Curling Rink,1516091.3,4579.5,Not Available,Not Available,Not Available,272.7,31.7,230.2,26.8,42.5,4.9,1.17,2021/12/31 00:00:00+00
1769,Harry Howell Arena,27 HWY #5 WEST,Waterdown,L9H 7L5,8606.6,Ice/Curling Rink,1774990.9,5537.3,Not Available,Not Available,Not Available,328.1,38.1,278.4,32.3,49.7,5.8,1.39,2022/12/31 00:00:00+00
1770,Harry Howell Arena,27 HWY #5 WEST,Waterdown,L9H 7L5,8606.6,Ice/Curling Rink,2097058.5,5808.8,Not Available,Not Available,Not Available,350.8,40.8,292,33.9,58.7,6.8,1.55,2023/12/31 00:00:00+00
1771,HD002- 250 Ferguson Ave S,250 Ferguson Ave S,Hamilton,L8N 2N3,0,Drinking Water Treatment & Distribution,2319447.4,351.2,Not Available,Not Available,Not Available,84.9,Not Available,17.7,Not Available,67.3,Not Available,Not Available,2019/12/31 00:00:00+00
1772,HD002- 250 Ferguson Ave S,250 Ferguson Ave S,Hamilton,L8N 2N3,0,Drinking Water Treatment & Distribution,1958094.4,301.4,Not Available,Not Available,Not Available,70,Not Available,15.2,Not Available,54.8,Not Available,Not Available,2020/12/31 00:00:00+00
1773,HD002- 250 Ferguson Ave S,250 Ferguson Ave S,Hamilton,L8N 2N3,0,Drinking Water Treatment & Distribution,1734747.9,316.4,Not Available,Not Available,Not Available,64.5,Not Available,15.9,Not Available,48.6,Not Available,Not Available,2021/12/31 00:00:00+00
1774,HD002- 250 Ferguson Ave S,250 Ferguson Ave S,Hamilton,L8N 2N3,0,Drinking Water Treatment & Distribution,1748808.7,404.6,Not Available,Not Available,Not Available,69.3,Not Available,20.3,Not Available,49,Not Available,Not Available,2022/12/31 00:00:00+00
1775,HD002- 250 Ferguson Ave S,250 Ferguson Ave S,Hamilton,L8N 2N3,0,Drinking Water Treatment & Distribution,1874227.7,319.9,Not Available,Not Available,Not Available,68.6,Not Available,16.1,Not Available,52.5,Not Available,Not Available,2023/12/31 00:00:00+00
1776,HD005- 78 Kenilworth Access,111 Kenilworth Ave N,Hamilton,L8H 4S1,0,Drinking Water Treatment & Distribution,2699883.9,Not Available,Not Available,Not Available,Not Available,78.3,Not Available,0,Not Available,78.3,Not Available,Not Available,2019/12/31 00:00:00+00
1777,HD005- 78 Kenilworth Access,111 Kenilworth Ave N,Hamilton,L8H 4S1,0,Drinking Water Treatment & Distribution,3048631.6,Not Available,Not Available,Not Available,Not Available,85.4,Not Available,0,Not Available,85.4,Not Available,Not Available,2020/12/31 00:00:00+00
1778,HD005- 78 Kenilworth Access,111 Kenilworth Ave N,Hamilton,L8H 4S1,0,Drinking Water Treatment & Distribution,2615315.6,Not Available,Not Available,Not Available,Not Available,73.2,Not Available,0,Not Available,73.2,Not Available,Not Available,2021/12/31 00:00:00+00
1779,HD005- 78 Kenilworth Access,111 Kenilworth Ave N,Hamilton,L8H 4S1,0,Drinking Water Treatment & Distribution,1893873.7,Not Available,Not Available,Not Available,Not Available,53,Not Available,0,Not Available,53,Not Available,Not Available,2022/12/31 00:00:00+00
1780,HD005- 78 Kenilworth Access,111 Kenilworth Ave N,Hamilton,L8H 4S1,0,Drinking Water Treatment & Distribution,1328887.6,Not Available,Not Available,Not Available,Not Available,37.2,Not Available,0,Not Available,37.2,Not Available,Not Available,2023/12/31 00:00:00+00
1781,HD007- 293 Highland Rd W,293 Highland Rd W,Hamilton,L8J 3T3,0,Drinking Water Treatment & Distribution,1496594,Not Available,Not Available,Not Available,Not Available,43.4,Not Available,0,Not Available,43.4,Not Available,Not Available,2019/12/31 00:00:00+00
1782,HD007- 293 Highland Rd W,293 Highland Rd W,Hamilton,L8J 3T3,0,Drinking Water Treatment & Distribution,1731722.6,Not Available,Not Available,Not Available,Not Available,48.5,Not Available,0,Not Available,48.5,Not Available,Not Available,2020/12/31 00:00:00+00
1783,HD007- 293 Highland Rd W,293 Highland Rd W,Hamilton,L8J 3T3,0,Drinking Water Treatment & Distribution,1757125,Not Available,Not Available,Not Available,Not Available,49.2,Not Available,0,Not Available,49.2,Not Available,Not Available,2021/12/31 00:00:00+00
1784,HD007- 293 Highland Rd W,293 Highland Rd W,Hamilton,L8J 3T3,0,Drinking Water Treatment & Distribution,1747433,Not Available,Not Available,Not Available,Not Available,48.9,Not Available,0,Not Available,48.9,Not Available,Not Available,2022/12/31 00:00:00+00
1785,HD007- 293 Highland Rd W,293 Highland Rd W,Hamilton,L8J 3T3,0,Drinking Water Treatment & Distribution,1623155.4,Not Available,Not Available,Not Available,Not Available,45.4,Not Available,0,Not Available,45.4,Not Available,Not Available,2023/12/31 00:00:00+00
1786,HD011- 130 Osler Drive Dundas,130 OSLER DRIVE,Dundas,L9H 4H4,0,Drinking Water Treatment & Distribution,141057.7,Not Available,Not Available,Not Available,Not Available,4.1,Not Available,0,Not Available,4.1,Not Available,Not Available,2019/12/31 00:00:00+00
1787,HD011- 130 Osler Drive Dundas,130 OSLER DRIVE,Dundas,L9H 4H4,0,Drinking Water Treatment & Distribution,249134.9,Not Available,Not Available,Not Available,Not Available,7,Not Available,0,Not Available,7,Not Available,Not Available,2020/12/31 00:00:00+00
1788,HD011- 130 Osler Drive Dundas,130 OSLER DRIVE,Dundas,L9H 4H4,0,Drinking Water Treatment & Distribution,166168.2,Not Available,Not Available,Not Available,Not Available,4.7,Not Available,0,Not Available,4.7,Not Available,Not Available,2021/12/31 00:00:00+00
1789,HD011- 130 Osler Drive Dundas,130 OSLER DRIVE,Dundas,L9H 4H4,0,Drinking Water Treatment & Distribution,158450.5,Not Available,Not Available,Not Available,Not Available,4.4,Not Available,0,Not Available,4.4,Not Available,Not Available,2022/12/31 00:00:00+00
1790,HD011- 130 Osler Drive Dundas,130 OSLER DRIVE,Dundas,L9H 4H4,0,Drinking Water Treatment & Distribution,119384,Not Available,Not Available,Not Available,Not Available,3.3,Not Available,0,Not Available,3.3,Not Available,Not Available,2023/12/31 00:00:00+00
1791,HD012- South Street - Dundas,103 Old Ancaster Rd,Dundas,L9H 3R2,0,Drinking Water Treatment & Distribution,155190.1,Not Available,Not Available,Not Available,Not Available,4.5,Not Available,0,Not Available,4.5,Not Available,Not Available,2019/12/31 00:00:00+00
1792,HD012- South Street - Dundas,103 Old Ancaster Rd,Dundas,L9H 3R2,0,Drinking Water Treatment & Distribution,131989,Not Available,Not Available,Not Available,Not Available,3.7,Not Available,0,Not Available,3.7,Not Available,Not Available,2020/12/31 00:00:00+00
1793,HD012- South Street - Dundas,103 Old Ancaster Rd,Dundas,L9H 3R2,0,Drinking Water Treatment & Distribution,168418.9,Not Available,Not Available,Not Available,Not Available,4.7,Not Available,0,Not Available,4.7,Not Available,Not Available,2021/12/31 00:00:00+00
1794,HD012- South Street - Dundas,103 Old Ancaster Rd,Dundas,L9H 3R2,0,Drinking Water Treatment & Distribution,169205.3,Not Available,Not Available,Not Available,Not Available,4.7,Not Available,0,Not Available,4.7,Not Available,Not Available,2022/12/31 00:00:00+00
1795,HD012- South Street - Dundas,103 Old Ancaster Rd,Dundas,L9H 3R2,0,Drinking Water Treatment & Distribution,196048,Not Available,Not Available,Not Available,Not Available,5.5,Not Available,0,Not Available,5.5,Not Available,Not Available,2023/12/31 00:00:00+00
1796,HD016- 475 York Road & Valley Road - Dundas,475 York Rd,Dundas,L9H 5M9,0,Drinking Water Treatment & Distribution,1375636.9,Not Available,Not Available,Not Available,Not Available,39.9,Not Available,0,Not Available,39.9,Not Available,Not Available,2019/12/31 00:00:00+00
1797,HD016- 475 York Road & Valley Road - Dundas,475 York Rd,Dundas,L9H 5M9,0,Drinking Water Treatment & Distribution,1431379.5,Not Available,Not Available,Not Available,Not Available,40.1,Not Available,0,Not Available,40.1,Not Available,Not Available,2020/12/31 00:00:00+00
1798,HD016- 475 York Road & Valley Road - Dundas,475 York Rd,Dundas,L9H 5M9,0,Drinking Water Treatment & Distribution,1475382.9,Not Available,Not Available,Not Available,Not Available,41.3,Not Available,0,Not Available,41.3,Not Available,Not Available,2021/12/31 00:00:00+00
1799,HD016- 475 York Road & Valley Road - Dundas,475 York Rd,Dundas,L9H 5M9,0,Drinking Water Treatment & Distribution,1650918.8,Not Available,Not Available,Not Available,Not Available,46.2,Not Available,0,Not Available,46.2,Not Available,Not Available,2022/12/31 00:00:00+00
1800,HD016- 475 York Road & Valley Road - Dundas,475 York Rd,Dundas,L9H 5M9,0,Drinking Water Treatment & Distribution,1608100.8,Not Available,Not Available,Not Available,Not Available,45,Not Available,0,Not Available,45,Not Available,Not Available,2023/12/31 00:00:00+00
1801,HD018- 1131 Garner Road Ancaster & Glancaster Road.,1131 Hwy 53,Ancaster,L9G 2J9,0,Drinking Water Treatment & Distribution,1755645.5,Not Available,Not Available,Not Available,Not Available,50.9,Not Available,0,Not Available,50.9,Not Available,Not Available,2019/12/31 00:00:00+00
1802,HD018- 1131 Garner Road Ancaster & Glancaster Road.,1131 Hwy 53,Ancaster,L9G 2J9,0,Drinking Water Treatment & Distribution,2045489.2,Not Available,Not Available,Not Available,Not Available,57.3,Not Available,0,Not Available,57.3,Not Available,Not Available,2020/12/31 00:00:00+00
1803,HD018- 1131 Garner Road Ancaster & Glancaster Road.,1131 Hwy 53,Ancaster,L9G 2J9,0,Drinking Water Treatment & Distribution,1813503.1,Not Available,Not Available,Not Available,Not Available,50.8,Not Available,0,Not Available,50.8,Not Available,Not Available,2021/12/31 00:00:00+00
1804,HD018- 1131 Garner Road Ancaster & Glancaster Road.,1131 Hwy 53,Ancaster,L9G 2J9,0,Drinking Water Treatment & Distribution,1637813.2,Not Available,Not Available,Not Available,Not Available,45.9,Not Available,0,Not Available,45.9,Not Available,Not Available,2022/12/31 00:00:00+00
1805,HD018- 1131 Garner Road Ancaster & Glancaster Road.,1131 Hwy 53,Ancaster,L9G 2J9,0,Drinking Water Treatment & Distribution,1740428.3,Not Available,Not Available,Not Available,Not Available,48.7,Not Available,0,Not Available,48.7,Not Available,Not Available,2023/12/31 00:00:00+00
1806,HD019- Binbrook Pumping Station,2265 Hwy 56,Binbrook,L0R 1C0,0,Drinking Water Treatment & Distribution,152560.9,131,Not Available,Not Available,Not Available,11,Not Available,6.6,Not Available,4.4,Not Available,Not Available,2019/12/31 00:00:00+00
1807,HD019- Binbrook Pumping Station,2265 Hwy 56,Binbrook,L0R 1C0,0,Drinking Water Treatment & Distribution,137128,76.4,Not Available,Not Available,Not Available,7.7,Not Available,3.8,Not Available,3.8,Not Available,Not Available,2020/12/31 00:00:00+00
1808,HD019- Binbrook Pumping Station,2265 Hwy 56,Binbrook,L0R 1C0,0,Drinking Water Treatment & Distribution,128696.7,55.6,Not Available,Not Available,Not Available,6.4,Not Available,2.8,Not Available,3.6,Not Available,Not Available,2021/12/31 00:00:00+00
1809,HD019- Binbrook Pumping Station,2265 Hwy 56,Binbrook,L0R 1C0,0,Drinking Water Treatment & Distribution,122277.9,104.2,Not Available,Not Available,Not Available,8.7,Not Available,5.2,Not Available,3.4,Not Available,Not Available,2022/12/31 00:00:00+00
1810,HD019- Binbrook Pumping Station,2265 Hwy 56,Binbrook,L0R 1C0,0,Drinking Water Treatment & Distribution,128538,72.3,Not Available,Not Available,Not Available,7.2,Not Available,3.6,Not Available,3.6,Not Available,Not Available,2023/12/31 00:00:00+00
1811,HD020- 21 Queen Street Dundas - Royal Summit,21 Queen St,Hamilton,L8R 2T9,0,Drinking Water Treatment & Distribution,61591.6,118.4,Not Available,Not Available,Not Available,7.7,Not Available,6,Not Available,1.8,Not Available,Not Available,2019/12/31 00:00:00+00
1812,HD020- 21 Queen Street Dundas - Royal Summit,21 Queen St,Hamilton,L8R 2T9,0,Drinking Water Treatment & Distribution,62620,188.7,Not Available,Not Available,Not Available,11.2,Not Available,9.5,Not Available,1.8,Not Available,Not Available,2020/12/31 00:00:00+00
1813,HD020- 21 Queen Street Dundas - Royal Summit,21 Queen St,Hamilton,L8R 2T9,0,Drinking Water Treatment & Distribution,64518.2,188.6,Not Available,Not Available,Not Available,11.3,Not Available,9.5,Not Available,1.8,Not Available,Not Available,2021/12/31 00:00:00+00
1814,HD020- 21 Queen Street Dundas - Royal Summit,21 Queen St,Hamilton,L8R 2T9,0,Drinking Water Treatment & Distribution,67877.1,175.1,Not Available,Not Available,Not Available,10.7,Not Available,8.8,Not Available,1.9,Not Available,Not Available,2022/12/31 00:00:00+00
1815,HD020- 21 Queen Street Dundas - Royal Summit,21 Queen St,Hamilton,L8R 2T9,0,Drinking Water Treatment & Distribution,63768,70.2,Not Available,Not Available,Not Available,5.3,Not Available,3.5,Not Available,1.8,Not Available,Not Available,2023/12/31 00:00:00+00
1816,HD024- 460 Parkside Drive,460 Parkside Drive,Waterdown,L0R 2H3,0,Drinking Water Treatment & Distribution,117468.9,171.3,Not Available,Not Available,Not Available,12,Not Available,8.6,Not Available,3.4,Not Available,Not Available,2019/12/31 00:00:00+00
1817,HD024- 460 Parkside Drive,460 Parkside Drive,Waterdown,L0R 2H3,0,Drinking Water Treatment & Distribution,125723,151,Not Available,Not Available,Not Available,11.1,Not Available,7.6,Not Available,3.5,Not Available,Not Available,2020/12/31 00:00:00+00
1818,HD024- 460 Parkside Drive,460 Parkside Drive,Waterdown,L0R 2H3,0,Drinking Water Treatment & Distribution,135594,102.3,Not Available,Not Available,Not Available,8.9,Not Available,5.1,Not Available,3.8,Not Available,Not Available,2021/12/31 00:00:00+00
1819,HD024- 460 Parkside Drive,460 Parkside Drive,Waterdown,L0R 2H3,0,Drinking Water Treatment & Distribution,128866.3,35.4,Not Available,Not Available,Not Available,5.4,Not Available,1.8,Not Available,3.6,Not Available,Not Available,2022/12/31 00:00:00+00
1820,HD024- 460 Parkside Drive,460 Parkside Drive,Waterdown,L0R 2H3,0,Drinking Water Treatment & Distribution,139686,44.1,Not Available,Not Available,Not Available,6.1,Not Available,2.2,Not Available,3.9,Not Available,Not Available,2023/12/31 00:00:00+00
1821,HD03A- Highland Garden Pumping Station,55 Hillcrest Avenue,Hamilton,L8P 2W9,0,Drinking Water Treatment & Distribution,395340,220.6,Not Available,Not Available,Not Available,22.6,Not Available,11.1,Not Available,11.5,Not Available,Not Available,2019/12/31 00:00:00+00
1822,HD03A- Highland Garden Pumping Station,55 Hillcrest Avenue,Hamilton,L8P 2W9,0,Drinking Water Treatment & Distribution,326701,214.1,Not Available,Not Available,Not Available,19.9,Not Available,10.8,Not Available,9.1,Not Available,Not Available,2020/12/31 00:00:00+00
1823,HD03A- Highland Garden Pumping Station,55 Hillcrest Avenue,Hamilton,L8P 2W9,0,Drinking Water Treatment & Distribution,310573.9,167.7,Not Available,Not Available,Not Available,17.1,Not Available,8.4,Not Available,8.7,Not Available,Not Available,2021/12/31 00:00:00+00
1824,HD03A- Highland Garden Pumping Station,55 Hillcrest Avenue,Hamilton,L8P 2W9,0,Drinking Water Treatment & Distribution,307251.5,604.7,Not Available,Not Available,Not Available,39,Not Available,30.4,Not Available,8.6,Not Available,Not Available,2022/12/31 00:00:00+00
1825,HD03A- Highland Garden Pumping Station,55 Hillcrest Avenue,Hamilton,L8P 2W9,0,Drinking Water Treatment & Distribution,293839,392.6,Not Available,Not Available,Not Available,28,Not Available,19.7,Not Available,8.2,Not Available,Not Available,2023/12/31 00:00:00+00
1826,HD04B- 850 Greenhill Ave,850 Greenhill Ave,Hamilton,L8K 6G4,0,Drinking Water Treatment & Distribution,14189266.3,Not Available,Not Available,Not Available,Not Available,411.5,Not Available,0,Not Available,411.5,Not Available,Not Available,2019/12/31 00:00:00+00
1827,HD04B- 850 Greenhill Ave,850 Greenhill Ave,Hamilton,L8K 6G4,0,Drinking Water Treatment & Distribution,12275941,Not Available,Not Available,Not Available,Not Available,343.7,Not Available,0,Not Available,343.7,Not Available,Not Available,2020/12/31 00:00:00+00
1828,HD04B- 850 Greenhill Ave,850 Greenhill Ave,Hamilton,L8K 6G4,0,Drinking Water Treatment & Distribution,12775875.6,Not Available,Not Available,Not Available,Not Available,357.7,Not Available,0,Not Available,357.7,Not Available,Not Available,2021/12/31 00:00:00+00
1829,HD04B- 850 Greenhill Ave,850 Greenhill Ave,Hamilton,L8K 6G4,0,Drinking Water Treatment & Distribution,13501746.3,Not Available,Not Available,Not Available,Not Available,378,Not Available,0,Not Available,378,Not Available,Not Available,2022/12/31 00:00:00+00
1830,HD04B- 850 Greenhill Ave,850 Greenhill Ave,Hamilton,L8K 6G4,0,Drinking Water Treatment & Distribution,13683283.5,Not Available,Not Available,Not Available,Not Available,383.1,Not Available,0,Not Available,383.1,Not Available,Not Available,2023/12/31 00:00:00+00
1831,HD05B- 3630 Governor's Road Lynden,3630 Governor's Road ,Flamborough,L0R 1T0,0,Drinking Water Treatment & Distribution,265239.9,Not Available,Not Available,Not Available,Not Available,7.7,Not Available,0,Not Available,7.7,Not Available,Not Available,2019/12/31 00:00:00+00
1832,HD05B- 3630 Governor's Road Lynden,3630 Governor's Road ,Flamborough,L0R 1T0,0,Drinking Water Treatment & Distribution,248644.9,Not Available,Not Available,Not Available,Not Available,7,Not Available,0,Not Available,7,Not Available,Not Available,2020/12/31 00:00:00+00
1833,HD05B- 3630 Governor's Road Lynden,3630 Governor's Road ,Flamborough,L0R 1T0,0,Drinking Water Treatment & Distribution,175743.9,Not Available,Not Available,Not Available,Not Available,4.9,Not Available,0,Not Available,4.9,Not Available,Not Available,2021/12/31 00:00:00+00
1834,HD05B- 3630 Governor's Road Lynden,3630 Governor's Road ,Flamborough,L0R 1T0,0,Drinking Water Treatment & Distribution,161361.5,Not Available,Not Available,Not Available,Not Available,4.5,Not Available,0,Not Available,4.5,Not Available,Not Available,2022/12/31 00:00:00+00
1835,HD05B- 3630 Governor's Road Lynden,3630 Governor's Road ,Flamborough,L0R 1T0,0,Drinking Water Treatment & Distribution,169791,Not Available,Not Available,Not Available,Not Available,4.8,Not Available,0,Not Available,4.8,Not Available,Not Available,2023/12/31 00:00:00+00
1836,HD06A- 325 Stonechurch Road E. & Garth St.,325 Stonechurch Rd W,Hamilton,L9B 1A2,0,Drinking Water Treatment & Distribution,2853718.8,Not Available,Not Available,Not Available,Not Available,82.8,Not Available,0,Not Available,82.8,Not Available,Not Available,2019/12/31 00:00:00+00
1837,HD06A- 325 Stonechurch Road E. & Garth St.,325 Stonechurch Rd W,Hamilton,L9B 1A2,0,Drinking Water Treatment & Distribution,2642392,Not Available,Not Available,Not Available,Not Available,74,Not Available,0,Not Available,74,Not Available,Not Available,2020/12/31 00:00:00+00
1838,HD06A- 325 Stonechurch Road E. & Garth St.,325 Stonechurch Rd W,Hamilton,L9B 1A2,0,Drinking Water Treatment & Distribution,2740570.9,Not Available,Not Available,Not Available,Not Available,76.7,Not Available,0,Not Available,76.7,Not Available,Not Available,2021/12/31 00:00:00+00
1839,HD06A- 325 Stonechurch Road E. & Garth St.,325 Stonechurch Rd W,Hamilton,L9B 1A2,0,Drinking Water Treatment & Distribution,3313998.5,Not Available,Not Available,Not Available,Not Available,92.8,Not Available,0,Not Available,92.8,Not Available,Not Available,2022/12/31 00:00:00+00
1840,HD06A- 325 Stonechurch Road E. & Garth St.,325 Stonechurch Rd W,Hamilton,L9B 1A2,0,Drinking Water Treatment & Distribution,3305838.4,Not Available,Not Available,Not Available,Not Available,92.6,Not Available,0,Not Available,92.6,Not Available,Not Available,2023/12/31 00:00:00+00
1841,HD06B- 1040 Stonechurch Road E. & Tunbridge Cres.,1040 Stone Church & Tumbridge,Hamilton,L8W 1B2,0,Drinking Water Treatment & Distribution,1577399.9,1962.6,Not Available,Not Available,Not Available,144.4,Not Available,98.7,Not Available,45.7,Not Available,Not Available,2019/12/31 00:00:00+00
1842,HD06B- 1040 Stonechurch Road E. & Tunbridge Cres.,1040 Stone Church & Tumbridge,Hamilton,L8W 1B2,0,Drinking Water Treatment & Distribution,1814824.5,1055.7,Not Available,Not Available,Not Available,103.9,Not Available,53.1,Not Available,50.8,Not Available,Not Available,2020/12/31 00:00:00+00
1843,HD06B- 1040 Stonechurch Road E. & Tunbridge Cres.,1040 Stone Church & Tumbridge,Hamilton,L8W 1B2,0,Drinking Water Treatment & Distribution,1596525,592.3,Not Available,Not Available,Not Available,74.5,Not Available,29.8,Not Available,44.7,Not Available,Not Available,2021/12/31 00:00:00+00
1844,HD06B- 1040 Stonechurch Road E. & Tunbridge Cres.,1040 Stone Church & Tumbridge,Hamilton,L8W 1B2,0,Drinking Water Treatment & Distribution,1225929.2,1616.4,Not Available,Not Available,Not Available,115.6,Not Available,81.3,Not Available,34.3,Not Available,Not Available,2022/12/31 00:00:00+00
1845,HD06B- 1040 Stonechurch Road E. & Tunbridge Cres.,1040 Stone Church & Tumbridge,Hamilton,L8W 1B2,0,Drinking Water Treatment & Distribution,1272790.8,1343.9,Not Available,Not Available,Not Available,103.2,Not Available,67.6,Not Available,35.6,Not Available,Not Available,2023/12/31 00:00:00+00
1846,HD08A- 29 Ben Nevis Drive Stoney Creek,29 Ben Nevis Drive,Stoney Creek,L8G 4K1,0,Drinking Water Treatment & Distribution,291569.5,Not Available,Not Available,Not Available,Not Available,8.5,Not Available,0,Not Available,8.5,Not Available,Not Available,2019/12/31 00:00:00+00
1847,HD08A- 29 Ben Nevis Drive Stoney Creek,29 Ben Nevis Drive,Stoney Creek,L8G 4K1,0,Drinking Water Treatment & Distribution,314653,Not Available,Not Available,Not Available,Not Available,8.8,Not Available,0,Not Available,8.8,Not Available,Not Available,2020/12/31 00:00:00+00
1848,HD08A- 29 Ben Nevis Drive Stoney Creek,29 Ben Nevis Drive,Stoney Creek,L8G 4K1,0,Drinking Water Treatment & Distribution,233390.1,Not Available,Not Available,Not Available,Not Available,6.5,Not Available,0,Not Available,6.5,Not Available,Not Available,2021/12/31 00:00:00+00
1849,HD08A- 29 Ben Nevis Drive Stoney Creek,29 Ben Nevis Drive,Stoney Creek,L8G 4K1,0,Drinking Water Treatment & Distribution,179818.2,Not Available,Not Available,Not Available,Not Available,5,Not Available,0,Not Available,5,Not Available,Not Available,2022/12/31 00:00:00+00
1850,HD08A- 29 Ben Nevis Drive Stoney Creek,29 Ben Nevis Drive,Stoney Creek,L8G 4K1,0,Drinking Water Treatment & Distribution,171905,Not Available,Not Available,Not Available,Not Available,4.8,Not Available,0,Not Available,4.8,Not Available,Not Available,2023/12/31 00:00:00+00
1851,HD12A- Governor's Road & Huntingwood,Governor's Road & Huntingwood,Dundas,L9H 3K3,0,Drinking Water Treatment & Distribution,67896,Not Available,Not Available,Not Available,Not Available,2,Not Available,0,Not Available,2,Not Available,Not Available,2019/12/31 00:00:00+00
1852,HD12A- Governor's Road & Huntingwood,Governor's Road & Huntingwood,Dundas,L9H 3K3,0,Drinking Water Treatment & Distribution,74018,Not Available,Not Available,Not Available,Not Available,2.1,Not Available,0,Not Available,2.1,Not Available,Not Available,2020/12/31 00:00:00+00
1853,HD12A- Governor's Road & Huntingwood,Governor's Road & Huntingwood,Dundas,L9H 3K3,0,Drinking Water Treatment & Distribution,39494.5,Not Available,Not Available,Not Available,Not Available,1.1,Not Available,0,Not Available,1.1,Not Available,Not Available,2021/12/31 00:00:00+00
1854,HD12A- Governor's Road & Huntingwood,Governor's Road & Huntingwood,Dundas,L9H 3K3,0,Drinking Water Treatment & Distribution,22947.7,Not Available,Not Available,Not Available,Not Available,0.6,Not Available,0,Not Available,0.6,Not Available,Not Available,2022/12/31 00:00:00+00
1855,HD12A- Governor's Road & Huntingwood,Governor's Road & Huntingwood,Dundas,L9H 3K3,0,Drinking Water Treatment & Distribution,18805,Not Available,Not Available,Not Available,Not Available,0.5,Not Available,0,Not Available,0.5,Not Available,Not Available,2023/12/31 00:00:00+00
1856,HD17A- Main St. W. & Whitney,1855 Main St W,Dundas,L8S 1J2,0,Drinking Water Treatment & Distribution,237595.5,Not Available,Not Available,Not Available,Not Available,6.9,Not Available,0,Not Available,6.9,Not Available,Not Available,2019/12/31 00:00:00+00
1857,HD17A- Main St. W. & Whitney,1855 Main St W,Dundas,L8S 1J2,0,Drinking Water Treatment & Distribution,274056,Not Available,Not Available,Not Available,Not Available,7.7,Not Available,0,Not Available,7.7,Not Available,Not Available,2020/12/31 00:00:00+00
1858,HD17A- Main St. W. & Whitney,1855 Main St W,Dundas,L8S 1J2,0,Drinking Water Treatment & Distribution,395065.2,Not Available,Not Available,Not Available,Not Available,11.1,Not Available,0,Not Available,11.1,Not Available,Not Available,2021/12/31 00:00:00+00
1859,HD17A- Main St. W. & Whitney,1855 Main St W,Dundas,L8S 1J2,0,Drinking Water Treatment & Distribution,595133.4,Not Available,Not Available,Not Available,Not Available,16.7,Not Available,0,Not Available,16.7,Not Available,Not Available,2022/12/31 00:00:00+00
