OBJECTID,Property_Name,Address_1,City,Postal_Code,Property_GFA_M_Sq,Primary_Property_Type,Electricity_Use_Grid_Purchase_k,Natural_Gas_Use_GJ,Propane_Use_GJ,District_Hot_Water_Use_GJ,District_Chilled_Water_Use_GJ,Total_GHG_Emissions_Metric_Tons,Total_GHG_Emissions_Intensity_k,Direct_GHG_Emissions_Metric_Ton,Direct_GHG_Emissions_Intensity_,Indirect_GHG_Emissions_Metric_T,Indirect_GHG_Emissions_Intensit,Site_EUI_GJ_m_,Year_Ending
1467,Dundas Yard - Main Building,135 KING STREET EAST,Hamilton,L8N 1B1,1411.1,Other - Public Services,138728,1165.9,Not Available,Not Available,Not Available,62.5,44.3,58.6,41.5,3.9,2.8,1.18,2020/12/31 00:00:00+00
1468,Dundas Yard - Main Building,135 KING STREET EAST,Hamilton,L8N 1B1,1411.1,Other - Public Services,138800,989.3,Not Available,Not Available,Not Available,53.6,38,49.7,35.2,3.9,2.8,1.06,2021/12/31 00:00:00+00
1469,Dundas Yard - Main Building,135 KING STREET EAST,Hamilton,L8N 1B1,1411.1,Other - Public Services,106778.6,1241.4,Not Available,Not Available,Not Available,65.4,46.3,62.4,44.2,3,2.1,1.15,2022/12/31 00:00:00+00
1470,Dundas Yard - Main Building,135 KING STREET EAST,Hamilton,L8N 1B1,1411.1,Other - Public Services,85592,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.4,1.7,Not Available,2023/12/31 00:00:00+00
1471,Dundas Yard - Stores,135 KING STREET EAST,Hamilton,L8N 1B1,354.6,Other - Public Services,110399.3,1859.4,Not Available,Not Available,Not Available,96.7,272.7,93.5,263.6,3.2,9,6.36,2019/12/31 00:00:00+00
1472,Dundas Yard - Stores,135 KING STREET EAST,Hamilton,L8N 1B1,354.6,Other - Public Services,111756,1984.1,Not Available,Not Available,Not Available,102.9,290.1,99.8,281.3,3.1,8.8,6.73,2020/12/31 00:00:00+00
1473,Dundas Yard - Stores,135 KING STREET EAST,Hamilton,L8N 1B1,354.6,Other - Public Services,117524,1282,Not Available,Not Available,Not Available,67.7,191,64.5,181.8,3.3,9.3,4.81,2021/12/31 00:00:00+00
1474,Dundas Yard - Stores,135 KING STREET EAST,Hamilton,L8N 1B1,354.6,Other - Public Services,118197.1,1736.2,Not Available,Not Available,Not Available,90.6,255.5,87.3,246.2,3.3,9.3,6.1,2022/12/31 00:00:00+00
1475,Dundas Yard - Stores,135 KING STREET EAST,Hamilton,L8N 1B1,354.6,Other - Public Services,105005.2,1727.2,Not Available,Not Available,Not Available,89.8,253.2,86.8,244.9,2.9,8.3,5.94,2023/12/31 00:00:00+00
1476,Dundurn - Main House,600 YORK BLVD,Hamilton,L8R 3H1,1820.6,Other - Entertainment/Public Assembly,279713,2476,Not Available,Not Available,Not Available,132.6,72.8,124.5,68.4,8.1,4.5,1.91,2019/12/31 00:00:00+00
1477,Dundurn - Main House,600 YORK BLVD,Hamilton,L8R 3H1,1820.6,Other - Entertainment/Public Assembly,242846,1903.8,Not Available,Not Available,Not Available,102.5,56.3,95.7,52.6,6.8,3.7,1.53,2020/12/31 00:00:00+00
1478,Dundurn - Main House,600 YORK BLVD,Hamilton,L8R 3H1,1820.6,Other - Entertainment/Public Assembly,221860,2070.3,Not Available,Not Available,Not Available,110.3,60.6,104.1,57.2,6.2,3.4,1.58,2021/12/31 00:00:00+00
1479,Dundurn - Main House,600 YORK BLVD,Hamilton,L8R 3H1,1820.6,Other - Entertainment/Public Assembly,230357.4,2157,Not Available,Not Available,Not Available,114.9,63.1,108.4,59.6,6.5,3.5,1.64,2022/12/31 00:00:00+00
1480,Dundurn - Main House,600 YORK BLVD,Hamilton,L8R 3H1,1820.6,Other - Entertainment/Public Assembly,223537,1955,Not Available,Not Available,Not Available,104.5,57.4,98.3,54,6.3,3.4,1.52,2023/12/31 00:00:00+00
1481,East End Station,2825 King St. East,Hamilton,L8G 1J6,3716.1,Police Station,787502.2,2072.1,Not Available,Not Available,Not Available,127,34.2,104.2,28,22.8,6.1,1.32,2019/12/31 00:00:00+00
1482,East End Station,2825 King St. East,Hamilton,L8G 1J6,3716.1,Police Station,772949.9,1918.9,Not Available,Not Available,Not Available,118.1,31.8,96.5,26,21.6,5.8,1.27,2020/12/31 00:00:00+00
1483,East End Station,2825 King St. East,Hamilton,L8G 1J6,3716.1,Police Station,714043.9,1793.5,Not Available,Not Available,Not Available,110.2,29.6,90.2,24.3,20,5.4,1.17,2021/12/31 00:00:00+00
1484,East End Station,2825 King St. East,Hamilton,L8G 1J6,3716.1,Police Station,726024.3,2340.5,Not Available,Not Available,Not Available,138,37.1,117.7,31.7,20.3,5.5,1.33,2022/12/31 00:00:00+00
1485,East End Station,2825 King St. East,Hamilton,L8G 1J6,3716.1,Police Station,590445.9,1851.1,Not Available,Not Available,Not Available,109.6,29.5,93.1,25,16.5,4.4,1.07,2023/12/31 00:00:00+00
1486,Eastlawn Cemetery,2280 BARTON STREET EAST,Hamilton,L8E 2W8,97.7,Other - Public Services,29972.7,Not Available,Not Available,Not Available,Not Available,0.9,8.9,0,0,0.9,8.9,1.1,2019/12/31 00:00:00+00
1487,Eastlawn Cemetery,2280 BARTON STREET EAST,Hamilton,L8E 2W8,97.7,Other - Public Services,25414,Not Available,Not Available,Not Available,Not Available,0.7,7.3,0,0,0.7,7.3,0.94,2020/12/31 00:00:00+00
1488,Eastlawn Cemetery,2280 BARTON STREET EAST,Hamilton,L8E 2W8,97.7,Other - Public Services,35802,Not Available,Not Available,Not Available,Not Available,1,10.3,0,0,1,10.3,1.32,2021/12/31 00:00:00+00
1489,Eastlawn Cemetery,2280 BARTON STREET EAST,Hamilton,L8E 2W8,97.7,Other - Public Services,47252.8,Not Available,Not Available,Not Available,Not Available,1.3,13.5,0,0,1.3,13.5,1.74,2022/12/31 00:00:00+00
1490,Eastlawn Cemetery,2280 BARTON STREET EAST,Hamilton,L8E 2W8,97.7,Other - Public Services,53634,Not Available,Not Available,Not Available,Not Available,1.5,15.4,0,0,1.5,15.4,1.98,2023/12/31 00:00:00+00
1491,Eastmount Community Centre,115 EAST 26TH STREET,Hamilton,L8V 3C5,224.2,Other - Recreation,14115.2,215.6,Not Available,Not Available,Not Available,11.2,50.2,10.8,48.4,0.4,1.8,1.19,2019/12/31 00:00:00+00
1492,Eastmount Community Centre,115 EAST 26TH STREET,Hamilton,L8V 3C5,224.2,Other - Recreation,10129,220.8,Not Available,Not Available,Not Available,11.4,50.8,11.1,49.5,0.3,1.3,1.15,2020/12/31 00:00:00+00
1493,Eastmount Community Centre,115 EAST 26TH STREET,Hamilton,L8V 3C5,224.2,Other - Recreation,15596,167.2,Not Available,Not Available,Not Available,8.8,39.5,8.4,37.5,0.4,1.9,1,2021/12/31 00:00:00+00
1494,Eastmount Community Centre,115 EAST 26TH STREET,Hamilton,L8V 3C5,224.2,Other - Recreation,13883.5,189,Not Available,Not Available,Not Available,9.9,44.1,9.5,42.4,0.4,1.7,1.07,2022/12/31 00:00:00+00
1495,Eastmount Community Centre,115 EAST 26TH STREET,Hamilton,L8V 3C5,224.2,Other - Recreation,14438,192.7,Not Available,Not Available,Not Available,10.1,45,9.7,43.2,0.4,1.8,1.09,2023/12/31 00:00:00+00
1496,Eastwood Arena,111 BURLINGTON STREET EAST,Hamilton,L8L 4G7,2445.5,Ice/Curling Rink,488693.5,2574.7,Not Available,Not Available,Not Available,143.6,58.7,129.4,52.9,14.2,5.8,1.77,2019/12/31 00:00:00+00
1497,Eastwood Arena,111 BURLINGTON STREET EAST,Hamilton,L8L 4G7,2445.5,Ice/Curling Rink,241153,1117.4,Not Available,Not Available,Not Available,62.9,25.7,56.2,23,6.8,2.8,0.81,2020/12/31 00:00:00+00
1498,Eastwood Arena,111 BURLINGTON STREET EAST,Hamilton,L8L 4G7,2445.5,Ice/Curling Rink,312092.9,1050.3,Not Available,Not Available,Not Available,61.5,25.2,52.8,21.6,8.7,3.6,0.89,2021/12/31 00:00:00+00
1499,Eastwood Arena,111 BURLINGTON STREET EAST,Hamilton,L8L 4G7,2445.5,Ice/Curling Rink,184757.7,1114.3,Not Available,Not Available,Not Available,61.2,25,56,22.9,5.2,2.1,0.73,2022/12/31 00:00:00+00
1500,Eastwood Arena,111 BURLINGTON STREET EAST,Hamilton,L8L 4G7,2445.5,Ice/Curling Rink,138119,1013.6,Not Available,Not Available,Not Available,54.8,22.4,51,20.8,3.9,1.6,0.62,2023/12/31 00:00:00+00
1501,"Fire Stn #32 (1000 Limeridge Rd. E, Formerly Fire Stn 5)",1000 LIMERIDGE ROAD EAST,Hamilton,L8W 2X1,796.2,Fire Station,154186.2,964.9,Not Available,Not Available,Not Available,53,66.5,48.5,60.9,4.5,5.6,1.91,2019/12/31 00:00:00+00
1502,"Fire Stn #32 (1000 Limeridge Rd. E, Formerly Fire Stn 5)",1000 LIMERIDGE ROAD EAST,Hamilton,L8W 2X1,796.2,Fire Station,136887,877.5,Not Available,Not Available,Not Available,48,60.2,44.1,55.4,3.8,4.8,1.72,2020/12/31 00:00:00+00
1503,"Fire Stn #32 (1000 Limeridge Rd. E, Formerly Fire Stn 5)",1000 LIMERIDGE ROAD EAST,Hamilton,L8W 2X1,796.2,Fire Station,142844,725.3,Not Available,Not Available,Not Available,40.5,50.8,36.5,45.8,4,5,1.56,2021/12/31 00:00:00+00
1504,"Fire Stn #32 (1000 Limeridge Rd. E, Formerly Fire Stn 5)",1000 LIMERIDGE ROAD EAST,Hamilton,L8W 2X1,796.2,Fire Station,154440.4,689.2,Not Available,Not Available,Not Available,39,49,34.6,43.5,4.3,5.4,1.56,2022/12/31 00:00:00+00
1505,"Fire Stn #32 (1000 Limeridge Rd. E, Formerly Fire Stn 5)",1000 LIMERIDGE ROAD EAST,Hamilton,L8W 2X1,796.2,Fire Station,144321,792.5,Not Available,Not Available,Not Available,43.9,55.1,39.8,50,4,5.1,1.65,2023/12/31 00:00:00+00
1506,FDC01- 42 Woodend Drive,42 Woodend Drive,Flamborough,L0R 1H2,0,Drinking Water Treatment & Distribution,127673.5,Not Available,Not Available,Not Available,Not Available,3.7,Not Available,0,Not Available,3.7,Not Available,Not Available,2019/12/31 00:00:00+00
1507,FDC01- 42 Woodend Drive,42 Woodend Drive,Flamborough,L0R 1H2,0,Drinking Water Treatment & Distribution,122662,Not Available,Not Available,Not Available,Not Available,3.4,Not Available,0,Not Available,3.4,Not Available,Not Available,2020/12/31 00:00:00+00
1508,FDC01- 42 Woodend Drive,42 Woodend Drive,Flamborough,L0R 1H2,0,Drinking Water Treatment & Distribution,96699.4,Not Available,Not Available,Not Available,Not Available,2.7,Not Available,0,Not Available,2.7,Not Available,Not Available,2021/12/31 00:00:00+00
1509,FDC01- 42 Woodend Drive,42 Woodend Drive,Flamborough,L0R 1H2,0,Drinking Water Treatment & Distribution,106293.1,Not Available,Not Available,Not Available,Not Available,3,Not Available,0,Not Available,3,Not Available,Not Available,2022/12/31 00:00:00+00
1510,FDC01- 42 Woodend Drive,42 Woodend Drive,Flamborough,L0R 1H2,0,Drinking Water Treatment & Distribution,99989,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,0,Not Available,2.8,Not Available,Not Available,2023/12/31 00:00:00+00
1511,FDC05- 6 Oldenburg Road Carlisle,6 Oldenburg Road,Flamborough,L0R 1H3,0,Drinking Water Treatment & Distribution,175557.5,Not Available,Not Available,Not Available,Not Available,5.1,Not Available,0,Not Available,5.1,Not Available,Not Available,2019/12/31 00:00:00+00
1512,FDC05- 6 Oldenburg Road Carlisle,6 Oldenburg Road,Flamborough,L0R 1H3,0,Drinking Water Treatment & Distribution,180480,Not Available,Not Available,Not Available,Not Available,5.1,Not Available,0,Not Available,5.1,Not Available,Not Available,2020/12/31 00:00:00+00
1513,FDC05- 6 Oldenburg Road Carlisle,6 Oldenburg Road,Flamborough,L0R 1H3,0,Drinking Water Treatment & Distribution,181230.7,Not Available,Not Available,Not Available,Not Available,5.1,Not Available,0,Not Available,5.1,Not Available,Not Available,2021/12/31 00:00:00+00
1514,FDC05- 6 Oldenburg Road Carlisle,6 Oldenburg Road,Flamborough,L0R 1H3,0,Drinking Water Treatment & Distribution,194252.8,Not Available,Not Available,Not Available,Not Available,5.4,Not Available,0,Not Available,5.4,Not Available,Not Available,2022/12/31 00:00:00+00
1515,FDC05- 6 Oldenburg Road Carlisle,6 Oldenburg Road,Flamborough,L0R 1H3,0,Drinking Water Treatment & Distribution,166549,Not Available,Not Available,Not Available,Not Available,4.7,Not Available,0,Not Available,4.7,Not Available,Not Available,2023/12/31 00:00:00+00
1516,FDF01- 15 Fireside Drive (3A Well),15 Fireside Drive,Flamborough,L8N 2Z7,0,Drinking Water Treatment & Distribution,53284.1,Not Available,Not Available,Not Available,Not Available,1.5,Not Available,0,Not Available,1.5,Not Available,Not Available,2019/12/31 00:00:00+00
1517,FDF01- 15 Fireside Drive (3A Well),15 Fireside Drive,Flamborough,L8N 2Z7,0,Drinking Water Treatment & Distribution,46538,Not Available,Not Available,Not Available,Not Available,1.3,Not Available,0,Not Available,1.3,Not Available,Not Available,2020/12/31 00:00:00+00
1518,FDF01- 15 Fireside Drive (3A Well),15 Fireside Drive,Flamborough,L8N 2Z7,0,Drinking Water Treatment & Distribution,46118,Not Available,Not Available,Not Available,Not Available,1.3,Not Available,0,Not Available,1.3,Not Available,Not Available,2021/12/31 00:00:00+00
1519,FDF01- 15 Fireside Drive (3A Well),15 Fireside Drive,Flamborough,L8N 2Z7,0,Drinking Water Treatment & Distribution,59642.7,Not Available,Not Available,Not Available,Not Available,1.7,Not Available,0,Not Available,1.7,Not Available,Not Available,2022/12/31 00:00:00+00
1520,FDF01- 15 Fireside Drive (3A Well),15 Fireside Drive,Flamborough,L8N 2Z7,0,Drinking Water Treatment & Distribution,60105,Not Available,Not Available,Not Available,Not Available,1.7,Not Available,0,Not Available,1.7,Not Available,Not Available,2023/12/31 00:00:00+00
1521,FDG01- Greensville well,639 Harvest Rd,Hamilton,L9H 5K8,0,Drinking Water Treatment & Distribution,46314.5,3.7,Not Available,Not Available,Not Available,1.5,Not Available,0.2,Not Available,1.3,Not Available,Not Available,2019/12/31 00:00:00+00
1522,FDG01- Greensville well,639 Harvest Rd,Hamilton,L9H 5K8,0,Drinking Water Treatment & Distribution,44050,2.2,Not Available,Not Available,Not Available,1.3,Not Available,0.1,Not Available,1.2,Not Available,Not Available,2020/12/31 00:00:00+00
1523,FDG01- Greensville well,639 Harvest Rd,Hamilton,L9H 5K8,0,Drinking Water Treatment & Distribution,44531.6,1.5,Not Available,Not Available,Not Available,1.3,Not Available,0.1,Not Available,1.2,Not Available,Not Available,2021/12/31 00:00:00+00
1524,FDG01- Greensville well,639 Harvest Rd,Hamilton,L9H 5K8,0,Drinking Water Treatment & Distribution,43009.3,3.4,Not Available,Not Available,Not Available,1.4,Not Available,0.2,Not Available,1.2,Not Available,Not Available,2022/12/31 00:00:00+00
1525,FDG01- Greensville well,639 Harvest Rd,Hamilton,L9H 5K8,0,Drinking Water Treatment & Distribution,41631,2,Not Available,Not Available,Not Available,1.3,Not Available,0.1,Not Available,1.2,Not Available,Not Available,2023/12/31 00:00:00+00
1526,Fiddler's Green Yard - Garage,1104 FIDDLER'S GREEN ROAD,Ancaster,L9G 3L1,1126.7,Other - Public Services,64115.5,799.6,Not Available,Not Available,Not Available,42.1,37.3,40.2,35.7,1.9,1.7,0.91,2019/12/31 00:00:00+00
1527,Fiddler's Green Yard - Garage,1104 FIDDLER'S GREEN ROAD,Ancaster,L9G 3L1,1126.7,Other - Public Services,49059,695.6,Not Available,Not Available,Not Available,36.3,32.3,35,31,1.4,1.2,0.77,2020/12/31 00:00:00+00
1528,Fiddler's Green Yard - Garage,1104 FIDDLER'S GREEN ROAD,Ancaster,L9G 3L1,1126.7,Other - Public Services,50122,664,Not Available,Not Available,Not Available,34.8,30.9,33.4,29.6,1.4,1.2,0.75,2021/12/31 00:00:00+00
1529,Fiddler's Green Yard - Garage,1104 FIDDLER'S GREEN ROAD,Ancaster,L9G 3L1,1126.7,Other - Public Services,56797.3,523.5,Not Available,Not Available,Not Available,27.9,24.8,26.3,23.4,1.6,1.4,0.65,2022/12/31 00:00:00+00
1530,Fiddler's Green Yard - Garage,1104 FIDDLER'S GREEN ROAD,Ancaster,L9G 3L1,1126.7,Other - Public Services,57304,490.6,Not Available,Not Available,Not Available,26.3,23.3,24.7,21.9,1.6,1.4,0.62,2023/12/31 00:00:00+00
1531,Fieldcote Museum,64 SULPHUR SPRINGS ROAD,Ancaster,L9G 1L8,221.1,Other - Entertainment/Public Assembly,50769.3,Not Available,Not Available,Not Available,Not Available,1.5,5.6,0,0,1.5,5.6,0.69,2019/12/31 00:00:00+00
1532,Fieldcote Museum,64 SULPHUR SPRINGS ROAD,Ancaster,L9G 1L8,221.1,Other - Entertainment/Public Assembly,34518,Not Available,Not Available,Not Available,Not Available,1,4.4,0,0,1,4.4,0.56,2020/12/31 00:00:00+00
1533,Fieldcote Museum,64 SULPHUR SPRINGS ROAD,Ancaster,L9G 1L8,221.1,Other - Entertainment/Public Assembly,33968,Not Available,Not Available,Not Available,Not Available,1,4.3,0,0,1,4.3,0.55,2021/12/31 00:00:00+00
1534,Fieldcote Museum,64 SULPHUR SPRINGS ROAD,Ancaster,L9G 1L8,221.1,Other - Entertainment/Public Assembly,34222.3,Not Available,Not Available,Not Available,Not Available,1,4.3,0,0,1,4.3,0.56,2022/12/31 00:00:00+00
1535,Fieldcote Museum,64 SULPHUR SPRINGS ROAD,Ancaster,L9G 1L8,221.1,Other - Entertainment/Public Assembly,38459,Not Available,Not Available,Not Available,Not Available,1.1,4.9,0,0,1.1,4.9,0.63,2023/12/31 00:00:00+00
1536,Fire Stn #01 (33 John St. N.) (F),35-43 JOHN STREET NORTH,Hamilton,L8R 1H2,1832.6,Fire Station,305070.2,2264.9,Not Available,Not Available,Not Available,122.7,67,113.9,62.1,8.8,4.8,1.84,2019/12/31 00:00:00+00
1537,Fire Stn #01 (33 John St. N.) (F),35-43 JOHN STREET NORTH,Hamilton,L8R 1H2,1832.6,Fire Station,314258.9,1903.3,Not Available,Not Available,Not Available,104.5,57,95.7,52.2,8.8,4.8,1.66,2020/12/31 00:00:00+00
1538,Fire Stn #01 (33 John St. N.) (F),35-43 JOHN STREET NORTH,Hamilton,L8R 1H2,1832.6,Fire Station,326315,1940,Not Available,Not Available,Not Available,106.7,58.2,97.5,53.2,9.1,5,1.7,2021/12/31 00:00:00+00
1539,Fire Stn #01 (33 John St. N.) (F),35-43 JOHN STREET NORTH,Hamilton,L8R 1H2,1832.6,Fire Station,315106.2,1942.2,Not Available,Not Available,Not Available,106.5,58.1,97.6,53.3,8.8,4.8,1.68,2022/12/31 00:00:00+00
1540,Fire Stn #01 (33 John St. N.) (F),35-43 JOHN STREET NORTH,Hamilton,L8R 1H2,1832.6,Fire Station,304685,1921.2,Not Available,Not Available,Not Available,105.1,57.4,96.6,52.7,8.5,4.7,1.65,2023/12/31 00:00:00+00
1541,Fire Stn #02 (1400 Upper Wellington St.),1400 UPPER WELLINGTON,Hamilton,L9A 3S9,697.1,Fire Station,169851.2,793.6,Not Available,Not Available,Not Available,44.8,64.3,39.9,57.2,4.9,7.1,2.02,2019/12/31 00:00:00+00
1542,Fire Stn #02 (1400 Upper Wellington St.),1400 UPPER WELLINGTON,Hamilton,L9A 3S9,697.1,Fire Station,162579,724.8,Not Available,Not Available,Not Available,41,58.8,36.4,52.3,4.6,6.5,1.88,2020/12/31 00:00:00+00
1543,Fire Stn #02 (1400 Upper Wellington St.),1400 UPPER WELLINGTON,Hamilton,L9A 3S9,697.1,Fire Station,120151,795.4,Not Available,Not Available,Not Available,43.4,62.2,40,57.4,3.4,4.8,1.76,2021/12/31 00:00:00+00
1544,Fire Stn #02 (1400 Upper Wellington St.),1400 UPPER WELLINGTON,Hamilton,L9A 3S9,697.1,Fire Station,123517.8,841.8,Not Available,Not Available,Not Available,45.8,65.7,42.3,60.7,3.5,5,1.85,2022/12/31 00:00:00+00
1545,Fire Stn #02 (1400 Upper Wellington St.),1400 UPPER WELLINGTON,Hamilton,L9A 3S9,697.1,Fire Station,121856,795.4,Not Available,Not Available,Not Available,43.4,62.3,40,57.4,3.4,4.9,1.77,2023/12/31 00:00:00+00
1546,Fire Stn #03 (965 Garth St.),965 GARTH STREET,Hamilton,L9C 6S6,697,Fire Station,74846.1,836,Not Available,Not Available,Not Available,44.2,63.4,42,60.3,2.2,3.1,1.59,2019/12/31 00:00:00+00
1547,Fire Stn #03 (965 Garth St.),965 GARTH STREET,Hamilton,L9C 6S6,697,Fire Station,72512,745.7,Not Available,Not Available,Not Available,39.5,56.7,37.5,53.8,2,2.9,1.44,2020/12/31 00:00:00+00
1548,Fire Stn #03 (965 Garth St.),965 GARTH STREET,Hamilton,L9C 6S6,697,Fire Station,73236,635.6,Not Available,Not Available,Not Available,34,48.8,32,45.9,2.1,2.9,1.29,2021/12/31 00:00:00+00
1549,Fire Stn #03 (965 Garth St.),965 GARTH STREET,Hamilton,L9C 6S6,697,Fire Station,71355.6,751.7,Not Available,Not Available,Not Available,39.8,57.1,37.8,54.2,2,2.9,1.45,2022/12/31 00:00:00+00
1550,Fire Stn #03 (965 Garth St.),965 GARTH STREET,Hamilton,L9C 6S6,697,Fire Station,63233,687.9,Not Available,Not Available,Not Available,36.4,52.2,34.6,49.6,1.8,2.5,1.31,2023/12/31 00:00:00+00
1551,Fire Stn #04 (729 Upper Sherman Ave.) (F),729 UPPER SHERMAN AVENUE,Hamilton,L8V 3M7,2157.1,Fire Station,448732.5,1867.4,Not Available,Not Available,Not Available,106.9,49.6,93.9,43.5,13,6,1.61,2019/12/31 00:00:00+00
1552,Fire Stn #04 (729 Upper Sherman Ave.) (F),729 UPPER SHERMAN AVENUE,Hamilton,L8V 3M7,2157.1,Fire Station,475743,1791.5,Not Available,Not Available,Not Available,103.4,47.9,90.1,41.8,13.3,6.2,1.62,2020/12/31 00:00:00+00
1553,Fire Stn #04 (729 Upper Sherman Ave.) (F),729 UPPER SHERMAN AVENUE,Hamilton,L8V 3M7,2157.1,Fire Station,497254.9,1672.8,Not Available,Not Available,Not Available,98,45.4,84.1,39,13.9,6.5,1.61,2021/12/31 00:00:00+00
1554,Fire Stn #04 (729 Upper Sherman Ave.) (F),729 UPPER SHERMAN AVENUE,Hamilton,L8V 3M7,2157.1,Fire Station,513957.1,1846.3,Not Available,Not Available,Not Available,107.2,49.7,92.8,43,14.4,6.7,1.71,2022/12/31 00:00:00+00
1555,Fire Stn #04 (729 Upper Sherman Ave.) (F),729 UPPER SHERMAN AVENUE,Hamilton,L8V 3M7,2157.1,Fire Station,485677.9,1922.8,Not Available,Not Available,Not Available,110.3,51.1,96.7,44.8,13.6,6.3,1.7,2023/12/31 00:00:00+00
1556,Fire Stn #06 (246 Wentworth St. N.),246 WENTWORTH STREET NORTH,Hamilton,L8L 8B6,1195.1,Fire Station,109638.5,1120.8,Not Available,Not Available,Not Available,59.5,49.8,56.3,47.2,3.2,2.7,1.27,2019/12/31 00:00:00+00
1557,Fire Stn #06 (246 Wentworth St. N.),246 WENTWORTH STREET NORTH,Hamilton,L8L 8B6,1195.1,Fire Station,110114,935.2,Not Available,Not Available,Not Available,50.1,41.9,47,39.3,3.1,2.6,1.11,2020/12/31 00:00:00+00
1558,Fire Stn #06 (246 Wentworth St. N.),246 WENTWORTH STREET NORTH,Hamilton,L8L 8B6,1195.1,Fire Station,106897,886.3,Not Available,Not Available,Not Available,47.6,39.8,44.6,37.3,3,2.5,1.06,2021/12/31 00:00:00+00
1559,Fire Stn #06 (246 Wentworth St. N.),246 WENTWORTH STREET NORTH,Hamilton,L8L 8B6,1195.1,Fire Station,114434.5,993,Not Available,Not Available,Not Available,53.1,44.5,49.9,41.8,3.2,2.7,1.18,2022/12/31 00:00:00+00
1560,Fire Stn #06 (246 Wentworth St. N.),246 WENTWORTH STREET NORTH,Hamilton,L8L 8B6,1195.1,Fire Station,111531,789.1,Not Available,Not Available,Not Available,42.8,35.8,39.7,33.2,3.1,2.6,1,2023/12/31 00:00:00+00
1561,Fire Stn #07 (225 Quigley Rd.) (F),225 QUIGLEY RD,Hamilton,L8K 5M8,656,Fire Station,130360.2,868.1,Not Available,Not Available,Not Available,47.4,72.3,43.6,66.5,3.8,5.8,2.04,2019/12/31 00:00:00+00
1562,Fire Stn #07 (225 Quigley Rd.) (F),225 QUIGLEY RD,Hamilton,L8K 5M8,656,Fire Station,144930.9,739.8,Not Available,Not Available,Not Available,41.3,62.9,37.2,56.7,4.1,6.2,1.92,2020/12/31 00:00:00+00
1563,Fire Stn #07 (225 Quigley Rd.) (F),225 QUIGLEY RD,Hamilton,L8K 5M8,656,Fire Station,136964.9,692.5,Not Available,Not Available,Not Available,38.7,58.9,34.8,53.1,3.8,5.8,1.81,2021/12/31 00:00:00+00
1564,Fire Stn #07 (225 Quigley Rd.) (F),225 QUIGLEY RD,Hamilton,L8K 5M8,656,Fire Station,141974.9,685.1,Not Available,Not Available,Not Available,38.4,58.6,34.4,52.5,4,6.1,1.82,2022/12/31 00:00:00+00
1565,Fire Stn #07 (225 Quigley Rd.) (F),225 QUIGLEY RD,Hamilton,L8K 5M8,656,Fire Station,137979,518.6,Not Available,Not Available,Not Available,29.9,45.6,26.1,39.7,3.9,5.9,1.55,2023/12/31 00:00:00+00
1566,Fire Stn #08 (420 Melvin Ave.),420 MELVIN AVE,Hamilton,L8H 2L5,527.1,Fire Station,83368.2,533.6,Not Available,Not Available,Not Available,29.2,55.5,26.8,50.9,2.4,4.6,1.58,2019/12/31 00:00:00+00
1567,Fire Stn #08 (420 Melvin Ave.),420 MELVIN AVE,Hamilton,L8H 2L5,527.1,Fire Station,79372,518.5,Not Available,Not Available,Not Available,28.3,53.7,26.1,49.5,2.2,4.2,1.53,2020/12/31 00:00:00+00
1568,Fire Stn #08 (420 Melvin Ave.),420 MELVIN AVE,Hamilton,L8H 2L5,527.1,Fire Station,74422,494.3,Not Available,Not Available,Not Available,26.9,51.1,24.9,47.1,2.1,4,1.45,2021/12/31 00:00:00+00
1569,Fire Stn #08 (420 Melvin Ave.),420 MELVIN AVE,Hamilton,L8H 2L5,527.1,Fire Station,79362.4,526.1,Not Available,Not Available,Not Available,28.7,54.4,26.4,50.2,2.2,4.2,1.54,2022/12/31 00:00:00+00
1570,Fire Stn #08 (420 Melvin Ave.),420 MELVIN AVE,Hamilton,L8H 2L5,527.1,Fire Station,69934,435.1,Not Available,Not Available,Not Available,23.8,45.2,21.9,41.5,2,3.7,1.3,2023/12/31 00:00:00+00
1571,Fire Stn #09 (125 Kenilworth Ave. N.),125 KENILWORTH AVE N,Hamilton,L8H 4R7,792.7,Fire Station,112509.5,704.1,Not Available,Not Available,Not Available,38.7,48.8,35.4,44.7,3.3,4.1,1.4,2019/12/31 00:00:00+00
1572,Fire Stn #09 (125 Kenilworth Ave. N.),125 KENILWORTH AVE N,Hamilton,L8H 4R7,792.7,Fire Station,103955,682.4,Not Available,Not Available,Not Available,37.2,47,34.3,43.3,2.9,3.7,1.33,2020/12/31 00:00:00+00
1573,Fire Stn #09 (125 Kenilworth Ave. N.),125 KENILWORTH AVE N,Hamilton,L8H 4R7,792.7,Fire Station,109614,632.2,Not Available,Not Available,Not Available,34.9,44,31.8,40.1,3.1,3.9,1.3,2021/12/31 00:00:00+00
1574,Fire Stn #09 (125 Kenilworth Ave. N.),125 KENILWORTH AVE N,Hamilton,L8H 4R7,792.7,Fire Station,119560.9,703.4,Not Available,Not Available,Not Available,38.7,48.8,35.4,44.6,3.3,4.2,1.43,2022/12/31 00:00:00+00
